date,population,admission,release
2020-03-01,128830.95075609675,2651.37514283619,2179.6310562847457
2020-03-02,128986.61791957128,2333.1315530926,4335.096406250096
2020-03-03,128159.34641360713,3509.7708462318933,3996.391799204024
2020-03-04,127778.80872072435,3604.5489027013414,3238.831491321274
2020-03-05,127744.88264208942,3204.453031733939,4181.974628576176
2020-03-06,127470.90318937755,3908.40862124247,3882.102289640601
2020-03-07,127756.76769091404,4169.608457843778,1748.642525330837
2020-03-08,128462.59206899376,2454.441903410556,2039.321384777842
2020-03-09,128615.34084223479,2202.3786257607867,4301.469930832269
2020-03-10,127858.99190169535,3647.704898338784,3806.1239874796443
2020-03-11,127643.8487283054,3589.628249987135,4283.2352985823345
2020-03-12,127008.63905245239,3650.7066572120943,3675.510838559598
2020-03-13,126785.37575429573,3454.8475404029773,3857.524128081322
2020-03-14,126365.03673912967,3436.6851129152487,1746.041710498905
2020-03-15,127387.88966535554,2265.239783554073,2064.8980640901373
2020-03-16,127284.25638856992,1961.2647873045144,5024.108209017675
2020-03-17,124638.19557555241,2380.46225107263,4640.388281481442
2020-03-18,122147.56954514362,2149.7622510726305,4060.280820315157
2020-03-19,119951.50590332659,1866.1639572096308,3924.4799799790226
2020-03-20,117698.30892817624,1672.2330048286783,3612.914828463871
2020-03-21,115626.27861969259,1540.8845199801938,1262.2537173527594
2020-03-22,115521.06548292603,1156.140580586254,1217.6975676201391
2020-03-23,115219.22133011675,915.3534148108527,3462.8042167150265
2020-03-24,113050.6953591257,1297.2113693563076,3345.685446408019
2020-03-25,111094.08318683591,1393.7399407848786,2845.08379805637
2020-03-26,109423.37119769627,1174.8718089167467,2508.7917345643064
2020-03-27,108200.47984347725,1287.8146660596037,2446.0393536119254
2020-03-28,106965.25515592496,1211.7313327262707,867.7550101775821
2020-03-29,107179.83349867564,1086.0222418171797,974.4863233088951
2020-03-30,107140.37850809304,935.364666059604,2304.54187886445
2020-03-31,105976.3235175104,1139.79407782431,2218.9887387678323
2020-04-01,104919.49829745915,1164.3567554315846,2454.9180865939193
2020-04-02,103660.39529963017,1198.3150887649178,2200.8585627843954
2020-04-03,102749.82603195989,1171.8021919395212,2079.662873751206
2020-04-04,101742.8628248957,1075.2845151718443,893.3588333471663
2020-04-05,101751.12184005373,901.6178485051777,859.4921666804995
2020-04-06,101722.61418854505,830.9845151718445,1997.096333347166
2020-04-07,100812.6898703697,1089.6095151718444,1894.0010050643377
2020-04-08,100066.29838047725,1136.8186850560141,1835.3984289726486
2020-04-09,99411.48134041818,1171.1524645952823,2041.1913610330002
2020-04-10,98570.2741324698,1381.484153084635,1432.1658476574871
2020-04-11,98465.23895804351,1328.8640065644886,698.0652313756208
2020-04-12,98804.05741817708,1034.8836915091733,717.0811404665299
2020-04-13,98981.72057528028,894.6020211470151,1960.70872731058
2020-04-14,98132.6496599519,1109.8537210731056,1763.6746364014894
2020-04-15,97547.55298704776,1177.102963497348,1700.3797088652575
2020-04-16,97017.77769095523,1170.1877461060435,1767.1985122840608
2020-04-17,96480.13134785414,1230.3855025163,1691.7401789507273
2020-04-18,96090.3877825308,1300.4549469607446,788.5165678396163
2020-04-19,96391.62755054083,1088.0063358496332,815.7665678396163
2020-04-20,96531.45065188417,951.4230025162998,1783.955274403323
2020-04-21,96110.52816120694,1365.5329050012028,1746.3945663117324
2020-04-22,95732.2083793405,1367.7414511119543,1658.4421132092793
2020-04-23,95461.49141132686,1310.6320907203797,1643.9032243203906
2020-04-24,95193.15391661768,1359.7986063235614,1647.4891892326714
2020-04-25,95112.45545699626,1565.624062944566,814.5320311130131
2020-04-26,95527.8359503663,1231.0791911496942,835.0327886887707
2020-04-27,95787.67023161509,1095.801160846664,1964.02185795284
2020-04-28,95235.22099915537,1412.5892921597951,1720.3656641466457
2020-04-29,95043.63180665571,1499.975144558762,1898.3189636943803
2020-04-30,94611.52256976505,1471.0766858680904,1796.7692560920411
2020-05-01,94328.84785668399,1514.9516858680906,1711.358210864867
2020-05-02,94096.19558326002,1478.867475902429,901.6710313776875
2020-05-03,94557.80912180181,1362.4512365861897,882.2764332222198
2020-05-04,94906.0903810288,1231.5160257825007,2016.2624832832703
2020-05-05,94350.69386247796,1583.812851179326,1759.7163141746012
2020-05-06,94171.58901059382,1580.6114622904372,1557.1448856031725
2020-05-07,94240.63350935896,1624.6893843683595,1753.1933704516575
2020-05-08,94767.15338691205,1687.8462924694936,1748.3619521115436
2020-05-09,94662.91432418342,1648.8023765623805,876.208105957697
2020-05-10,95203.50859478809,1417.219043229047,866.2671968667878
2020-05-11,95573.24831993823,1234.2212077312115,2493.7629691500597
2020-05-12,95084.84882042414,2003.0173157898193,1844.0186579057493
2020-05-13,94957.87184283257,1717.041680314184,1866.0595309216224
2020-05-14,94946.25597635211,1855.818664441168,1810.463279950371
2020-05-15,94977.31843154998,1841.025735148239,1726.963279950371
2020-05-16,95256.31270492967,2003.5575533300575,1013.0671760542668
2020-05-17,95814.94334194573,1571.6556885281927,1075.614795101886
2020-05-18,96122.57397896177,1381.350695275831,2286.5592395463295
2020-05-19,95660.01017153337,1826.89622576873,1963.9481284352198
2020-05-20,95775.95826886689,2079.5509876734914,2081.013388175479
2020-05-21,97862.208963603,1945.141832488575,2094.9119576615485
2020-05-22,97737.28485536428,2033.7378494228537,1958.6427268923176
2020-05-23,97923.9997581146,2147.023563708567,1103.4339856335766
2020-05-24,98598.37223662251,1780.1064641414682,1159.5737292233202
2020-05-25,99003.43274931842,1565.3842419192456,1123.190395889987
2020-05-26,99438.4646905858,1558.889003824008,2495.682062556654
