date,population,admission,release
2023-09-19,132226.72160476036,2945.787794457397,4087.645443184514
2023-09-20,131457.34165199136,3410.646442796458,3628.37254941162
2023-09-21,131087.73092999155,3258.8451607451766,3532.955882744953
2023-09-22,130808.63336588656,3251.862326655945,3097.944860700865
2023-09-23,130974.57788594981,3263.8893807641616,1493.0559718119762
2023-09-24,131775.61129490202,2293.589380764161,1615.222638478643
2023-09-25,132135.6447038542,1976.0893807641614,3641.9059718119765
2023-09-26,131416.6781128064,2947.695270488472,3483.0882399824022
2023-09-27,131107.39667213452,3173.14013264386,3581.7549066490687
2023-09-28,130950.11523146262,3265.6357469156974,3601.4331754248774
2023-09-29,131085.3086589767,3700.684807839851,3467.5495575296923
2023-09-30,131187.0466921253,3563.488740103617,1567.1147874147484
2023-10-01,132057.48731148083,2438.055406770284,1638.6147874147487
2023-10-02,132543.42793083636,2124.555406770284,3965.776181673683
2023-10-03,131783.47165505428,3202.874272703776,3877.3431735414756
2023-10-04,131541.6442822086,3635.5158006958272,3838.3431735414756
2023-10-05,131238.81690936294,3522.547663440925,3883.838167599705
2023-10-06,130880.70828280368,3527.711359222268,3444.2199857815235
2023-10-07,130981.39965624442,3546.4113592222684,1486.2199857815228
2023-10-08,131875.5910296852,2380.411359222269,1630.2199857815226
2023-10-09,132251.2824031259,2005.9113592222689,3013.7616524481896
2023-10-10,132086.39044323337,2772.1661211270307,3745.490187801725
2023-10-11,131651.5030022137,3310.991635670966,3719.360029071566
2023-10-12,131050.81556119403,3118.6725880519184,3598.226695738232
2023-10-13,130623.09478684106,3170.505921385252,3353.226695738233
2023-10-14,130635.37401248807,3365.5059213852514,1462.726695738233
2023-10-15,131610.6532381351,2438.005921385252,1492.7266957382328
2023-10-16,132001.59913044877,1878.6966901434118,3759.7707494352144
2023-10-17,131270.51450517046,2958.0210298172947,3578.0805533567836
2023-10-18,130913.6018686877,3221.167916874004,3654.080553356783
2023-10-19,130528.68923220492,3267.726740403416,3608.4040827685476
2023-10-20,130158.58378526464,3237.131969161586,3300.7374161018815
2023-10-21,130384.64500499098,3526.7986358282524,1494.380273244739
2023-10-22,131244.87289138406,2355.465302494919,1530.237416101882
2023-10-23,131798.10077777706,2082.4841704194473,4063.069029430427
2023-10-24,130900.68766241164,3196.495292303335,3468.8726933830544
